Sat May 09 01:04:59 +0000 2020,b'RT @hodgetwins: AOC USES PANDEMIC TO PUSH SOCIALIST AGENDA! #COVID19 https://t.co/YgymePslVD',ClaraLKatzenmai,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Flippin Arkansas,38111,38270,0,0,
Sat May 09 01:04:59 +0000 2020,"b'RT @Perpetualmaniac: Who\'s getting emergency CRISPR authorization? This guy: Feng Zhang, a Chinese national who runs ""Sherlock Biosciences""'",networkgal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Canada,458,349,0,0,
Sat May 09 01:04:59 +0000 2020,"b'RT @zengjinyuan: &lt;/&gt;MV:#number_9th, #bb0un,#prem_space  #COVID19 :\n"",""\n"" '",sysfzsx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thailand,17,185,0,0,
Sat May 09 01:04:59 +0000 2020,b'Senator Schumer was on  on Chris Hayes. He RIPPED into Leader McConnell for making the appointment of an appellate https://t.co/ILsnASbtaL',morethanmySLE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Manhattan, NY",92122,13684,0,0,
Sat May 09 01:04:59 +0000 2020,"b""RT @DailySabah: Turkey's latest delivery of medical aid supplies to battle #COVID19 was to Tunisia along with a letter from President  Erdo""",HeavenlyAntalya,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Antalya, Türkiye",259,881,0,0,
Sat May 09 01:04:59 +0000 2020,"b'Alberto Fernndez  anunci hace minutos que la #cuarentena  se extiende hasta el 24 de Mayo, toda Argentina, pasa a https://t.co/O8L9ANUIq1'",alfrejpalacios,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leones, Córdoba, Argentina",807,818,0,0,
Sat May 09 01:04:59 +0000 2020,b'RT @sargazo_hugo181: Buenas tardes compaeros soy el chihuas para pedirles una oracin por mi mujer ya que ella es enfermera y estuvo atend',cara480827,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Distrito Federal, México",2138,3215,0,0,
Sat May 09 01:04:59 +0000 2020,"b'RT @claudeforthomme: #COVID19 Fallout: Where Goeth the World Health Organization? Abandoned by the #USA, @WHO has found a new partner! Find'",haidar_rawan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,1020,1375,0,0,
Sat May 09 01:05:10 +0000 2020,"b'RT @INSABI_mx: Mdicos del Bienestar | Convocatorias de mdicas, mdicos, enfermeras y enfermeros especialistas:\n\n Para la atenc'",SandraLuzRoldan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",México,368,395,0,0,
Sat May 09 01:05:10 +0000 2020,b'RT @HLGatell: Mensaje sobre las notas publicadas en torno a las cifras de Mxico por la epidemia de #COVID19. https://t.co/ITpTnJvYGJ',antoniouribe580,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mexico d f,72,554,0,0,
Sat May 09 01:05:10 +0000 2020,b'RT @lafuentejavi: Lpez-Gatell no niega ni una de las cosas que se afirman en los reportajes publicados hoy. Lo de la conspiracin internac',admpubmx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mexico D.F,2083,5001,0,0,
Sat May 09 01:05:10 +0000 2020,b'RT @DeniseDresserG: Lamentable que Hugo Lpez-Gatell atribuya notas crticas de la prensa internacional sobre manejo de cifras #Covid_19mx',Samuel72301127,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,17,54,0,0,
Sat May 09 01:05:10 +0000 2020,"b'RT @Ach_Balkrishna: T-7\nDoes #Ayurveda offer any prophylactic or symptomatic treatments to battle coronavirus, #COVID19?\nTo find this out,'",VishalArya_YB,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Chittorgarh Rajasthan ,4179,1937,0,0,
